date,total_trips,percentage_within_15min,percentage_15_to_30min,percentage_above30min,percentage_Customer,percentage_Subscriber,percentage_Female,percentage_Male
2020-10-01,80151,0.5984080048907686,0.2841386882259735,0.11745330688325785,0.1461616199423588,0.8538383800576412,0.327756359870744,0.672243640129256
2020-10-02,71651,0.6070536349806702,0.27530669495191973,0.11763967006741008,0.15998381041436965,0.8400161895856304,0.3208608393462757,0.6791391606537243
2020-10-03,80537,0.5054074524752599,0.31792840557756064,0.17666414194717955,0.24177707140817264,0.7582229285918274,0.36021952642884636,0.6397804735711536
2020-10-04,68420,0.5297427652733119,0.3039023677287343,0.16635486699795382,0.2277696579947384,0.7722303420052616,0.36786027477345806,0.6321397252265419
2020-10-05,67808,0.6104736904200094,0.2773124115148655,0.11221389806512506,0.1440980415290231,0.8559019584709768,0.3247994336951392,0.6752005663048608
2020-10-06,76506,0.6032598750424804,0.28166418320131753,0.11507594175620213,0.13966224871251928,0.8603377512874807,0.32739915823595533,0.6726008417640447
2020-10-07,72609,0.6244129515624784,0.2710820972606702,0.10450495117685135,0.1366497266179124,0.8633502733820876,0.32140643721852663,0.6785935627814734
2020-10-08,74788,0.616943894742472,0.274963897951543,0.10809220730598491,0.13880569075252713,0.8611943092474729,0.32376851901374554,0.6762314809862544
2020-10-09,77504,0.5950531585466556,0.28242413294797686,0.12252270850536746,0.16289481833195707,0.8371051816680429,0.3312603220478943,0.6687396779521058
2020-10-10,79138,0.49660087442189593,0.3213753190629028,0.18202380651520128,0.24850261568399504,0.751497384316005,0.35841188809421515,0.6415881119057849
2020-10-11,64344,0.5472460524679846,0.29228832525177173,0.1604656222802437,0.22687430063409175,0.7731256993659082,0.3533041153798334,0.6466958846201666
2020-10-12,15052,0.7434228009566834,0.18768269997342546,0.06889449906989105,0.10164762157852777,0.8983523784214722,0.24422003720435823,0.7557799627956417
2020-10-13,47439,0.6639052256582137,0.24823457492780202,0.08786019941398428,0.10731676468728261,0.8926832353127174,0.2946099201079281,0.7053900798920719
2020-10-14,79411,0.6078628905315384,0.2776567478057196,0.11448036166274193,0.13520796866932794,0.8647920313306721,0.33020614272581883,0.6697938572741812
2020-10-15,81982,0.597984923519797,0.28395257495547804,0.11806250152472494,0.1468493083847674,0.8531506916152326,0.3268644336561684,0.6731355663438316
2020-10-16,28148,0.7069063521386955,0.220406423191701,0.07268722466960352,0.11070058263464544,0.8892994173653546,0.2740159158732414,0.7259840841267586
2020-10-17,75561,0.5254694882280542,0.30887627215097735,0.16565423962096848,0.22037823745053664,0.7796217625494634,0.3597093738833525,0.6402906261166474
2020-10-18,66138,0.5392361426109045,0.3001905107502495,0.16057334663884604,0.21068069793462155,0.7893193020653785,0.36057939459917143,0.6394206054008286
2020-10-19,66397,0.6232661114206968,0.26969591999638537,0.1070379685829179,0.1283943551666491,0.8716056448333509,0.32338810488425684,0.6766118951157432
2020-10-20,68910,0.6229574807720215,0.27181831374256277,0.10522420548541576,0.12716586852416195,0.8728341314758381,0.3215208242635321,0.6784791757364679
2020-10-21,75934,0.622751336687123,0.2705902494271341,0.10665841388574288,0.13164063528854006,0.8683593647114599,0.322780309215898,0.6772196907841019
2020-10-22,75641,0.6216337700453458,0.2725770415515395,0.10578918840311471,0.1352969950159305,0.8647030049840695,0.32368688938538626,0.6763131106146137
